latitude,longitude,sector,cell,village,village_id,cell_id,sector_id
-1.5472560036520993,29.557176155104628,Busogo,Gisesero,Jabiro,96,18,0
-1.5523527596780833,29.55299700772222,Busogo,Gisesero,Jabiro,96,18,0
-1.551602418714947,29.550525733693643,Busogo,Gisesero,Jabiro,96,18,0
-1.5470744195719275,29.554369811571227,Busogo,Gisesero,Jabiro,96,18,0
-1.5513128958520954,29.555455838378386,Busogo,Gisesero,Jabiro,96,18,0
-1.5480775759772094,29.554419991303394,Busogo,Gisesero,Jabiro,96,18,0
-1.5516269128383284,29.553101206887675,Busogo,Gisesero,Jabiro,96,18,0
-1.5466526783475043,29.552478510653703,Busogo,Gisesero,Jabiro,96,18,0
-1.5471810788133291,29.557366802755638,Busogo,Gisesero,Jabiro,96,18,0
-1.5494256693658641,29.55380599738331,Busogo,Gisesero,Jabiro,96,18,0
-1.548037309842384,29.552894755191264,Busogo,Gisesero,Jabiro,96,18,0
-1.5536008187726214,29.55521015806564,Busogo,Gisesero,Jabiro,96,18,0
-1.5479397021099035,29.55266093239171,Busogo,Gisesero,Jabiro,96,18,0
-1.5456907836153033,29.553918742855004,Busogo,Gisesero,Jabiro,96,18,0
-1.5524537810650436,29.55544112181526,Busogo,Gisesero,Jabiro,96,18,0
-1.5477697552469618,29.552793612479473,Busogo,Gisesero,Jabiro,96,18,0
-1.5487221688719714,29.553479486946337,Busogo,Gisesero,Jabiro,96,18,0
-1.5452143321822047,29.55840154057353,Busogo,Gisesero,Jabiro,96,18,0
-1.5454861822595491,29.555149962559963,Busogo,Gisesero,Jabiro,96,18,0
-1.5462076840983585,29.55618859757342,Busogo,Gisesero,Jabiro,96,18,0
-1.5523123387732767,29.55175490742707,Busogo,Gisesero,Jabiro,96,18,0
-1.5461749804376885,29.556340717741772,Busogo,Gisesero,Jabiro,96,18,0
-1.5464716292798693,29.552635540756256,Busogo,Gisesero,Jabiro,96,18,0
-1.5449665865324418,29.552330056249446,Busogo,Gisesero,Jabiro,96,18,0
-1.5466848888655933,29.556343226207346,Busogo,Gisesero,Jabiro,96,18,0
-1.5459836353066727,29.553939452430942,Busogo,Gisesero,Jabiro,96,18,0
-1.5453101612548565,29.552126945591315,Busogo,Gisesero,Jabiro,96,18,0
-1.5447783431156645,29.55211974300596,Busogo,Gisesero,Jabiro,96,18,0
-1.549669705319421,29.55517828857812,Busogo,Gisesero,Jabiro,96,18,0
-1.550837713560512,29.55186428450174,Busogo,Gisesero,Jabiro,96,18,0
-1.546706032827589,29.555576419946576,Busogo,Gisesero,Jabiro,96,18,0
-1.5643255793201116,29.556984316732496,Busogo,Gisesero,Kabaya,108,18,0
-1.5680500131648893,29.549076933092337,Busogo,Gisesero,Kabaya,108,18,0
-1.5628039995283924,29.553213347212317,Busogo,Gisesero,Kabaya,108,18,0
-1.5747586664664186,29.55223717332482,Busogo,Gisesero,Kabaya,108,18,0
-1.575006006312222,29.555116750112393,Busogo,Gisesero,Kabaya,108,18,0
-1.5753127529173294,29.556065008421513,Busogo,Gisesero,Kabaya,108,18,0
-1.570825030297542,29.552488778276494,Busogo,Gisesero,Kabaya,108,18,0
-1.5752793705683399,29.552510202921123,Busogo,Gisesero,Kabaya,108,18,0
-1.5679123322094417,29.556828843683892,Busogo,Gisesero,Kabaya,108,18,0
-1.5625146844434212,29.553026887940668,Busogo,Gisesero,Kabaya,108,18,0
-1.566503684716703,29.549722945109,Busogo,Gisesero,Kabaya,108,18,0
-1.5675250650499362,29.556493790632448,Busogo,Gisesero,Kabaya,108,18,0
-1.5631003706018132,29.5515347614652,Busogo,Gisesero,Kabaya,108,18,0
-1.5679829144789321,29.549251858164894,Busogo,Gisesero,Kabaya,108,18,0
-1.5657817484551864,29.555237195141466,Busogo,Gisesero,Kabaya,108,18,0
-1.5668395692472834,29.553353506167618,Busogo,Gisesero,Kabaya,108,18,0
-1.5625952942691435,29.55475151501596,Busogo,Gisesero,Kabaya,108,18,0
-1.5669547585625931,29.55336552514499,Busogo,Gisesero,Kabaya,108,18,0
-1.5736564245103022,29.55144501510542,Busogo,Gisesero,Kabaya,108,18,0
-1.5710932437091825,29.553452155487633,Busogo,Gisesero,Kabaya,108,18,0
-1.5753688180616168,29.554744424421056,Busogo,Gisesero,Kabaya,108,18,0
-1.5682583878212022,29.555977959440987,Busogo,Gisesero,Kabaya,108,18,0
-1.5639505305634243,29.55179131913332,Busogo,Gisesero,Kabaya,108,18,0
-1.5740520639544717,29.55583327618601,Busogo,Gisesero,Kabaya,108,18,0
-1.5700866117505452,29.555065010241176,Busogo,Gisesero,Kabaya,108,18,0
-1.5640008179270626,29.55251239819737,Busogo,Gisesero,Kabaya,108,18,0
-1.5706660450905772,29.55485726422971,Busogo,Gisesero,Kabaya,108,18,0
-1.5693039938729927,29.55748793701747,Busogo,Gisesero,Kabaya,108,18,0
-1.57233340932302,29.552925597511834,Busogo,Gisesero,Kabaya,108,18,0
-1.574571080653611,29.553310448427517,Busogo,Gisesero,Kabaya,108,18,0
-1.5661547980533936,29.550919970965268,Busogo,Gisesero,Kabaya,108,18,0
-1.5710186199973342,29.55511578247728,Busogo,Gisesero,Kabaya,108,18,0
-1.5645939452529471,29.55406199070707,Busogo,Gisesero,Kabaya,108,18,0
-1.5633550524179574,29.554060437285315,Busogo,Gisesero,Kabaya,108,18,0
-1.5678730273308932,29.554402398882957,Busogo,Gisesero,Kabaya,108,18,0
-1.5703155819130847,29.557900799819443,Busogo,Gisesero,Kabaya,108,18,0
-1.5669520135343629,29.556591740117028,Busogo,Gisesero,Kabaya,108,18,0
-1.5674234735593693,29.55223364576237,Busogo,Gisesero,Kabaya,108,18,0
-1.5697882731827024,29.552682398781233,Busogo,Gisesero,Kabaya,108,18,0
-1.5644181146222564,29.553993926478753,Busogo,Gisesero,Kabaya,108,18,0
-1.5669244451483297,29.5527287078072,Busogo,Gisesero,Kabaya,108,18,0
-1.5725686235595293,29.55375829300011,Busogo,Gisesero,Kabaya,108,18,0
-1.5714748658322555,29.553763698753087,Busogo,Gisesero,Kabaya,108,18,0
-1.5728493844299647,29.55528030983388,Busogo,Gisesero,Kabaya,108,18,0
-1.5666329917573851,29.549952413689777,Busogo,Gisesero,Kabaya,108,18,0
-1.569222265490279,29.55811770614882,Busogo,Gisesero,Kabaya,108,18,0
-1.573901545236017,29.5556482718553,Busogo,Gisesero,Kabaya,108,18,0
-1.570923881690022,29.550679641761487,Busogo,Gisesero,Kabaya,108,18,0
-1.565864801310896,29.553880035094657,Busogo,Gisesero,Kabaya,108,18,0
-1.5753063888098737,29.5552210549515,Busogo,Gisesero,Kabaya,108,18,0
-1.545602306488104,29.558298331122582,Busogo,Gisesero,Nengo,247,18,0
-1.5427789012599855,29.56231529548055,Busogo,Gisesero,Nengo,247,18,0
-1.544350870250445,29.565532338115553,Busogo,Gisesero,Nengo,247,18,0
-1.5392035326259916,29.563510574204916,Busogo,Gisesero,Nengo,247,18,0
-1.5421318014087129,29.564148610131685,Busogo,Gisesero,Nengo,247,18,0
-1.546070148978979,29.564420478652643,Busogo,Gisesero,Nengo,247,18,0
-1.544237054162654,29.561001008253495,Busogo,Gisesero,Nengo,247,18,0
-1.5449140177981637,29.560250634143387,Busogo,Gisesero,Nengo,247,18,0
-1.5401331577215593,29.56521213925414,Busogo,Gisesero,Nengo,247,18,0
-1.5425896382531743,29.56775140196053,Busogo,Gisesero,Nengo,247,18,0
-1.5392311549459397,29.565124484478428,Busogo,Gisesero,Nengo,247,18,0
-1.5476323395791967,29.56310971187484,Busogo,Gisesero,Nengo,247,18,0
-1.5444301604720831,29.561189690677608,Busogo,Gisesero,Nengo,247,18,0
-1.5416060662547115,29.565891488919736,Busogo,Gisesero,Nengo,247,18,0
-1.5461414490322352,29.565370306854735,Busogo,Gisesero,Nengo,247,18,0
-1.5472886169614055,29.558826810994358,Busogo,Gisesero,Nengo,247,18,0
-1.5439573392380959,29.558959973540816,Busogo,Gisesero,Nengo,247,18,0
-1.5455601353630453,29.56492676885868,Busogo,Gisesero,Nengo,247,18,0
-1.5435823157112092,29.561707768541932,Busogo,Gisesero,Nengo,247,18,0
-1.5460709753003485,29.56409580613,Busogo,Gisesero,Nengo,247,18,0
-1.541463840168306,29.561252720137567,Busogo,Gisesero,Nengo,247,18,0
-1.5428248991650362,29.55950947731334,Busogo,Gisesero,Nengo,247,18,0
-1.5383550166301094,29.561690560555764,Busogo,Gisesero,Nengo,247,18,0
-1.5401005188446137,29.560811418277694,Busogo,Gisesero,Nengo,247,18,0
-1.5412680327317703,29.56737562070105,Busogo,Gisesero,Nengo,247,18,0
-1.543767177434625,29.563627962569473,Busogo,Gisesero,Nengo,247,18,0
-1.5367280419731202,29.56203480587793,Busogo,Gisesero,Nengo,247,18,0
-1.5379205256551671,29.564963906666083,Busogo,Gisesero,Nengo,247,18,0
-1.5422548301348715,29.56614180713583,Busogo,Gisesero,Nengo,247,18,0
-1.5374395669927576,29.562164148575135,Busogo,Gisesero,Nengo,247,18,0
-1.5382635752213716,29.562600578115845,Busogo,Gisesero,Nengo,247,18,0
-1.5442416736058888,29.563206766925077,Busogo,Gisesero,Nengo,247,18,0
-1.54526917082895,29.56351245768969,Busogo,Gisesero,Nengo,247,18,0
-1.542531466625197,29.567211790892316,Busogo,Gisesero,Nengo,247,18,0
-1.5419762573736895,29.562489520243005,Busogo,Gisesero,Nengo,247,18,0
-1.5408791615531479,29.569274357175342,Busogo,Gisesero,Nengo,247,18,0
-1.544813285812978,29.565655073131335,Busogo,Gisesero,Nengo,247,18,0
-1.5421134776655099,29.565555941595765,Busogo,Gisesero,Nengo,247,18,0
-1.545128518258585,29.559474580274028,Busogo,Gisesero,Nengo,247,18,0
-1.5382002410712,29.561946694319104,Busogo,Gisesero,Nengo,247,18,0
-1.5439650666697426,29.559160562780576,Busogo,Gisesero,Nengo,247,18,0
-1.5406492370187947,29.56685380373374,Busogo,Gisesero,Nengo,247,18,0
-1.5419875215758432,29.5665150935854,Busogo,Gisesero,Nengo,247,18,0
-1.5446665663514034,29.560774524918408,Busogo,Gisesero,Nengo,247,18,0
-1.5439166043604067,29.56507970079752,Busogo,Gisesero,Nengo,247,18,0
-1.5364866337685086,29.563503707162777,Busogo,Gisesero,Nengo,247,18,0
-1.5410529855199473,29.56407345274391,Busogo,Gisesero,Nengo,247,18,0
-1.5472929693899036,29.56668764442433,Busogo,Gisesero,Nengo,247,18,0
-1.5411174254507272,29.564987474605598,Busogo,Gisesero,Nengo,247,18,0
-1.5393534654391052,29.563011962053363,Busogo,Gisesero,Nengo,247,18,0
-1.5737765788735252,29.575596561424923,Busogo,Kavumu,Gatovu,80,28,0
-1.5692734296101305,29.581847790422177,Busogo,Kavumu,Gatovu,80,28,0
-1.5706038942741551,29.577691498431676,Busogo,Kavumu,Gatovu,80,28,0
-1.570613153822158,29.5738461540213,Busogo,Kavumu,Gatovu,80,28,0
-1.5711817706793632,29.574037794853496,Busogo,Kavumu,Gatovu,80,28,0
-1.5700130753670571,29.57987280326319,Busogo,Kavumu,Gatovu,80,28,0
-1.570010615341505,29.572221736517893,Busogo,Kavumu,Gatovu,80,28,0
-1.5703827032119457,29.57630556026576,Busogo,Kavumu,Gatovu,80,28,0
-1.5710103412849359,29.58251831941444,Busogo,Kavumu,Gatovu,80,28,0
-1.5680141218353882,29.577532075202722,Busogo,Kavumu,Gatovu,80,28,0
-1.570430458417734,29.571088880037443,Busogo,Kavumu,Gatovu,80,28,0
-1.5684235716766453,29.57636265259245,Busogo,Kavumu,Gatovu,80,28,0
-1.5667074071837834,29.569871827594874,Busogo,Kavumu,Gatovu,80,28,0
-1.5729166986062053,29.571931367151123,Busogo,Kavumu,Gatovu,80,28,0
-1.5700011858336385,29.580440056747225,Busogo,Kavumu,Gatovu,80,28,0
-1.5701402559557402,29.57669374752639,Busogo,Kavumu,Gatovu,80,28,0
-1.5688204248620639,29.57484955447496,Busogo,Kavumu,Gatovu,80,28,0
-1.5720278711985163,29.57444001675545,Busogo,Kavumu,Gatovu,80,28,0
-1.5704958512557625,29.578478003553816,Busogo,Kavumu,Gatovu,80,28,0
-1.5677181346611033,29.579551646875167,Busogo,Kavumu,Gatovu,80,28,0
-1.5675741493352993,29.572318251521295,Busogo,Kavumu,Gatovu,80,28,0
-1.572389387609588,29.578608479311416,Busogo,Kavumu,Gatovu,80,28,0
-1.5655334797504972,29.579645547301247,Busogo,Kavumu,Gatovu,80,28,0
-1.5706240915447753,29.581255921351428,Busogo,Kavumu,Gatovu,80,28,0
-1.572757971761351,29.578837297308144,Busogo,Kavumu,Gatovu,80,28,0
-1.568560614144163,29.571577762702542,Busogo,Kavumu,Gatovu,80,28,0
-1.57123879114138,29.58106533249001,Busogo,Kavumu,Gatovu,80,28,0
-1.5708182856485409,29.57274113868132,Busogo,Kavumu,Gatovu,80,28,0
-1.5720576371955184,29.57767687204947,Busogo,Kavumu,Gatovu,80,28,0
-1.5704883295634533,29.57818188424229,Busogo,Kavumu,Gatovu,80,28,0
-1.5701917292797127,29.57710631596255,Busogo,Kavumu,Gatovu,80,28,0
-1.5696221223356739,29.581826482654478,Busogo,Kavumu,Gatovu,80,28,0
-1.5690203366684274,29.572879182936752,Busogo,Kavumu,Gatovu,80,28,0
-1.5721706151164807,29.578321053059074,Busogo,Kavumu,Gatovu,80,28,0
-1.5657640355606837,29.570950049222898,Busogo,Kavumu,Gatovu,80,28,0
-1.5720105219351965,29.571432226595523,Busogo,Kavumu,Gatovu,80,28,0
-1.564882850879933,29.569145563395118,Busogo,Kavumu,Gatovu,80,28,0
-1.5688810700326596,29.572959406494085,Busogo,Kavumu,Gatovu,80,28,0
-1.5658216398210554,29.578588703060536,Busogo,Kavumu,Gatovu,80,28,0
-1.5650413955333269,29.570913196690814,Busogo,Kavumu,Gatovu,80,28,0
-1.5684010549889098,29.58190736616175,Busogo,Kavumu,Gatovu,80,28,0
-1.5676502684217006,29.57782935620109,Busogo,Kavumu,Gatovu,80,28,0
-1.5707800253115634,29.575118178513545,Busogo,Kavumu,Gatovu,80,28,0
-1.566839824348941,29.571351733693255,Busogo,Kavumu,Gatovu,80,28,0
-1.5707116666439607,29.57253118675902,Busogo,Kavumu,Gatovu,80,28,0
-1.5710849628033405,29.573177774683277,Busogo,Kavumu,Gatovu,80,28,0
-1.5717350217012092,29.579597498048333,Busogo,Kavumu,Gatovu,80,28,0
-1.5697484769262195,29.577320491525324,Busogo,Kavumu,Gatovu,80,28,0
-1.5726474349581752,29.57979927328583,Busogo,Kavumu,Gatovu,80,28,0
-1.5684073861907013,29.576275702764843,Busogo,Kavumu,Gatovu,80,28,0
-1.5717548601943812,29.56595927594718,Busogo,Kavumu,Karema,158,28,0
-1.5768923288015257,29.57171041517454,Busogo,Kavumu,Karema,158,28,0
-1.578023903401046,29.57112958035595,Busogo,Kavumu,Karema,158,28,0
-1.5708559625120253,29.56467688646249,Busogo,Kavumu,Karema,158,28,0
-1.5731765241015667,29.57275024875477,Busogo,Kavumu,Karema,158,28,0
-1.5751251409740528,29.56505270599513,Busogo,Kavumu,Karema,158,28,0
-1.583582706126805,29.574471418712022,Busogo,Kavumu,Karema,158,28,0
-1.5738464168129425,29.572854561413283,Busogo,Kavumu,Karema,158,28,0
-1.5853993708685494,29.57486187592396,Busogo,Kavumu,Karema,158,28,0
-1.5855016056939968,29.574444771766967,Busogo,Kavumu,Karema,158,28,0
-1.5805883080733723,29.571261230835933,Busogo,Kavumu,Karema,158,28,0
-1.5706729161796094,29.565738199572042,Busogo,Kavumu,Karema,158,28,0
-1.5726156181110957,29.566041483096928,Busogo,Kavumu,Karema,158,28,0
-1.5713853232591017,29.568955650531876,Busogo,Kavumu,Karema,158,28,0
-1.5744599562179136,29.56573311960811,Busogo,Kavumu,Karema,158,28,0
-1.578637525527553,29.572279763228607,Busogo,Kavumu,Karema,158,28,0
-1.5744298484064017,29.568085330696945,Busogo,Kavumu,Karema,158,28,0
-1.5783421366109358,29.57229560479711,Busogo,Kavumu,Karema,158,28,0
-1.572376568037748,29.567231026581737,Busogo,Kavumu,Karema,158,28,0
-1.5734572389465178,29.56669042624237,Busogo,Kavumu,Karema,158,28,0
-1.569736474928021,29.56717589804417,Busogo,Kavumu,Karema,158,28,0
-1.5830190951583576,29.570034798417666,Busogo,Kavumu,Karema,158,28,0
-1.576571546854818,29.569951955906117,Busogo,Kavumu,Karema,158,28,0
-1.579603864448862,29.57246073318149,Busogo,Kavumu,Karema,158,28,0
-1.5719912652126482,29.566864376883338,Busogo,Kavumu,Karema,158,28,0
-1.5832641610551,29.571240797577154,Busogo,Kavumu,Karema,158,28,0
-1.5819482804491338,29.572989921551386,Busogo,Kavumu,Karema,158,28,0
-1.5753143671444976,29.569735938870032,Busogo,Kavumu,Karema,158,28,0
-1.575859577186579,29.570645476653137,Busogo,Kavumu,Karema,158,28,0
-1.5768851581765688,29.571640798511297,Busogo,Kavumu,Karema,158,28,0
-1.575084530857651,29.568095709846876,Busogo,Kavumu,Karema,158,28,0
-1.5796470661129418,29.573119089791785,Busogo,Kavumu,Karema,158,28,0
-1.5755821190850874,29.570977953212697,Busogo,Kavumu,Karema,158,28,0
-1.5738526009318237,29.572721199139615,Busogo,Kavumu,Karema,158,28,0
-1.573448033818274,29.57126197821527,Busogo,Kavumu,Karema,158,28,0
-1.57209426488021,29.57011071224057,Busogo,Kavumu,Karema,158,28,0
-1.5837309756463458,29.573135670933382,Busogo,Kavumu,Karema,158,28,0
-1.5722660302839686,29.565972049401076,Busogo,Kavumu,Karema,158,28,0
-1.5708771393190988,29.563426610350298,Busogo,Kavumu,Karema,158,28,0
-1.5678325870820493,29.570086121075892,Busogo,Kavumu,Karema,158,28,0
-1.581288648743698,29.57030344833775,Busogo,Kavumu,Karema,158,28,0
-1.576062374121882,29.570335451572138,Busogo,Kavumu,Karema,158,28,0
-1.5760384757186177,29.572189828714514,Busogo,Kavumu,Karema,158,28,0
-1.5729251613092206,29.565473421725116,Busogo,Kavumu,Karema,158,28,0
-1.5745527716827705,29.566129194305866,Busogo,Kavumu,Karema,158,28,0
-1.5837082864581846,29.572023751243922,Busogo,Kavumu,Karema,158,28,0
-1.5717642760449113,29.568213327076045,Busogo,Kavumu,Karema,158,28,0
-1.5778173128452073,29.571055023775553,Busogo,Kavumu,Karema,158,28,0
-1.571309099305113,29.563468420343735,Busogo,Kavumu,Karema,158,28,0
-1.5820167554186075,29.57120665975558,Busogo,Kavumu,Karema,158,28,0
-1.5641428139586628,29.560313320113895,Busogo,Kavumu,Karuriza,164,28,0
-1.5673778138420653,29.560024441562575,Busogo,Kavumu,Karuriza,164,28,0
-1.562730634279802,29.558345943178793,Busogo,Kavumu,Karuriza,164,28,0
-1.5657705294314175,29.558885884978178,Busogo,Kavumu,Karuriza,164,28,0
-1.5655510328994695,29.559957865449334,Busogo,Kavumu,Karuriza,164,28,0
-1.5635750493944234,29.562903205065425,Busogo,Kavumu,Karuriza,164,28,0
-1.5652156186049238,29.559096013462206,Busogo,Kavumu,Karuriza,164,28,0
-1.5686342980513737,29.560015682090658,Busogo,Kavumu,Karuriza,164,28,0
-1.563690486568803,29.56224258027466,Busogo,Kavumu,Karuriza,164,28,0
-1.563539434757265,29.56314172378467,Busogo,Kavumu,Karuriza,164,28,0
-1.5614994246170673,29.55524730691929,Busogo,Kavumu,Karuriza,164,28,0
-1.5626936146259576,29.564155297728696,Busogo,Kavumu,Karuriza,164,28,0
-1.5625773158528444,29.559265544199913,Busogo,Kavumu,Karuriza,164,28,0
-1.5618670084205588,29.55588070285893,Busogo,Kavumu,Karuriza,164,28,0
-1.564097955543454,29.56073869697086,Busogo,Kavumu,Karuriza,164,28,0
-1.563316429738034,29.561705645224286,Busogo,Kavumu,Karuriza,164,28,0
-1.5683960630450646,29.55806023297803,Busogo,Kavumu,Karuriza,164,28,0
-1.5628004346339388,29.557212045504667,Busogo,Kavumu,Karuriza,164,28,0
-1.5634264301957166,29.56208364235889,Busogo,Kavumu,Karuriza,164,28,0
-1.5657047941155728,29.558198318481836,Busogo,Kavumu,Karuriza,164,28,0
-1.5633556823866395,29.566167725692488,Busogo,Kavumu,Karuriza,164,28,0
-1.5665180417617863,29.559350183719623,Busogo,Kavumu,Karuriza,164,28,0
-1.563372655284386,29.56055984736265,Busogo,Kavumu,Karuriza,164,28,0
-1.5645528433751175,29.558448197564953,Busogo,Kavumu,Karuriza,164,28,0
-1.564204668098766,29.562965996203044,Busogo,Kavumu,Karuriza,164,28,0
-1.5620807159489098,29.558061901549067,Busogo,Kavumu,Karuriza,164,28,0
-1.5652413192634136,29.560647163006895,Busogo,Kavumu,Karuriza,164,28,0
-1.5645475108633884,29.55952375394985,Busogo,Kavumu,Karuriza,164,28,0
-1.5624524816430223,29.559233605779568,Busogo,Kavumu,Karuriza,164,28,0
-1.567604256531073,29.560458982977412,Busogo,Kavumu,Karuriza,164,28,0
-1.5635367575883463,29.562890012800278,Busogo,Kavumu,Karuriza,164,28,0
-1.5653086506097627,29.5589615100921,Busogo,Kavumu,Karuriza,164,28,0
-1.5652344048025228,29.56077030328347,Busogo,Kavumu,Karuriza,164,28,0
-1.5638911759536274,29.56121546378018,Busogo,Kavumu,Karuriza,164,28,0
-1.5635553736434975,29.55885414232169,Busogo,Kavumu,Karuriza,164,28,0
-1.5623705041754647,29.56387518931663,Busogo,Kavumu,Karuriza,164,28,0
-1.5643264363664329,29.56132416311899,Busogo,Kavumu,Karuriza,164,28,0
-1.56154616379849,29.55523165647682,Busogo,Kavumu,Karuriza,164,28,0
-1.5638054938014976,29.563834738585626,Busogo,Kavumu,Karuriza,164,28,0
-1.564029978311944,29.5599757577547,Busogo,Kavumu,Karuriza,164,28,0
-1.5632555172106517,29.562235733368823,Busogo,Kavumu,Karuriza,164,28,0
-1.5638847014560127,29.5591034772838,Busogo,Kavumu,Karuriza,164,28,0
-1.5630438593957596,29.56537903902425,Busogo,Kavumu,Karuriza,164,28,0
-1.5665586865481478,29.559071534744877,Busogo,Kavumu,Karuriza,164,28,0
-1.5636371880097228,29.560005885470968,Busogo,Kavumu,Karuriza,164,28,0
